OccNo,OccYear,OccDate,OccClassID,OccType,IncidentType,Country,ProvinceState,Ocean,Location,Distance,Airport,ICAO,Latitude,Longitude,CrewFatal,PassengerFatal,GroundFatal,CrewSerious,PassengerSerious,GroundSerious,DGReleaseIND,AircraftType_1,AircraftMake_1,Organization_1,OperatorType_1,RegCountry_1,AircraftType_2,AircraftMake_2,Organization_2,OperatorType_2,RegCountry_2,AircraftType_3,AircraftMake_3,Organization_3,OperatorType_3,RegCountry_3,AircraftType_4,AircraftMake_4,Organization_4,OperatorType_4,RegCountry_4,AircraftType_5,AircraftMake_5,Organization_5,OperatorType_5,RegCountry_5,AircraftType_6,AircraftMake_6,Organization_6,OperatorType_6,RegCountry_6,PRODUCTION_DT
A07O0095,2007,2007-04-09,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,MOOSONEE,,MOOSONEE,CYMO,51.28333,-80.6,0,0,0,0,0,0,NO,AEROPLANE,PIPER,WABUSK AIR INC,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0097,2007,2007-04-07,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,BRITT AIRWAYS,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0098,2007,2007-04-02,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0099,2007,2007-04-08,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,SAULT STE. MARIE,,SAULT STE. MARIE,CYAM,46.48333,-84.5166,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0100,2007,2007-04-19,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Smiths Falls-Montague,,(Russ Beach),CYSH,44.95,-75.9333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,DURHAM FLIGHT CENTRE,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0101,2007,2007-04-21,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,COURTLAND,,,,42.85,-80.6333,0,0,0,1,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0102,2007,2007-04-21,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,RODNEY,,RODNEY (NEW GLASGOW),CPU3,42.53333,-81.6,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0103,2007,2007-04-22,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0104,2007,2007-04-18,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0105,2007,2007-04-24,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0106,2007,2007-04-29,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,GANANOQUE,,GANANOQUE,CNN8,44.4,-76.25,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,GANANOQUE SPORT PARACHUTING CENTRE,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0107,2007,2007-04-29,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,CHEMUNG LAKE,,,,44.4,-78.3833,0,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0108,2007,2007-04-30,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0109,2007,2007-05-02,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,AMHERST ISLAND,,,,44.13333,-76.7,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0110,2007,2007-05-02,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0111,2007,2007-05-04,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,ORILLIA,,ORILLIA (MARA),CNE2,44.61666,-79.3333,0,0,0,0,0,0,NO,AEROPLANE,BELLANCA (AERONCA),,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0112,2007,2007-05-04,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Wiarton,3.000000000000000,Wiarton,CYVV,44.71666,-81.0666,0,0,0,0,0,0,NO,ADVANCED ULTRALIGHT,CANADIAN ULTRALIGHT MANUFACTURING,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0113,2007,2007-05-07,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Owen Sound,,Billy Bishop Regional,CYOS,44.58333,-80.8333,0,0,0,0,0,0,NO,AEROPLANE,BELLANCA (AERONCA),,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0114,2007,2007-05-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,WINDSOR,,WINDSOR,CYQG,42.28333,-82.95,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0115,2007,2007-05-07,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,JET LINK (CONTINENTAL EXPRESS),COMMERCIAL,UNITED STATES,AEROPLANE,EMBRAER,CHAUTAUQUA AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0116,2007,2007-05-04,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0117,2007,2007-05-10,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Toronto,,Billy Bishop Toronto City,CYTZ,43.63333,-79.4,0,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0118,2007,2007-05-13,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,WINDSOR,,WINDSOR,CYQG,42.28333,-82.95,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0119,2007,2007-05-11,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,TRENTON,,TRENTON,CYTR,44.11666,-77.5333,0,0,0,0,0,0,NO,AEROPLANE,ILYUSHIN,SILK WAY AZERBAIJAN CARGO,COMMERCIAL,AZERBAIJAN,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0120,2007,2007-05-09,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0121,2007,2007-05-13,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,CHAPLEAU,,CHAPLEAU,CYLD,47.81666,-83.35,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,ONTARIO MINISTRY OF NATURAL RESOURCES,STATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0122,2007,2007-03-26,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,HELICOPTER,BELL HELICOPTER,NATIONAL RESEARCH COUNCIL CANADA,STATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0123,2007,2007-05-11,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,TEMAGAMI,,TEMAGAMI,CNC8,47.06666,-79.8,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0124,2007,2007-05-20,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0125,2007,2007-05-14,5,INCIDENT REPORTABLE,DEPRESSURIZATION,CANADA,ONTARIO,N/A,MIDLAND VOR,,,,44.56666,-79.7833,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,SKYSERVICE AIRLINES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0126,2007,2007-05-17,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,AEROPLANE,CESSNA,IMAGE AIR CHARTER LTD.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0128,2007,2007-05-18,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,MOOSONEE,,MOOSONEE,CYMO,51.28333,-80.6,0,0,0,0,0,0,NO,AEROPLANE,BEECH,WASAYA AIRWAYS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0129,2007,2007-05-25,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0131,2007,2007-05-28,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,ATR,Bradley Air Services Limited/First Air,OTHER,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0132,2007,2007-06-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,MCDONNELL DOUGLAS,DELTA AIR LINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0133,2007,2007-06-04,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,Bradley Air Services Limited/First Air,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0134,2007,2007-06-01,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,FLYGLOBESPAN,COMMERCIAL,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0135,2007,2007-06-02,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,STIRLING,,STIRLING,CPJ5,44.23333,-77.5666,0,0,0,0,0,0,NO,BASIC ULTRALIGHT,ANTARES USA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0136,2007,2007-05-28,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0137,2007,2007-06-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,IMAGE AIR CHARTER LTD.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0138,2007,2007-06-07,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,RR4 SHELBORNE,,,,44.05,-80.1666,0,0,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0139,2007,2007-06-07,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0140,2007,2007-06-07,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0141,2007,2007-06-08,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,COCHRANE,,COCHRANE,CNN5,49.11666,-81.0333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0142,2007,2007-06-11,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,MCDONNELL DOUGLAS,AMERICAN AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0143,2007,2007-06-11,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0144,2007,2007-06-13,5,INCIDENT REPORTABLE,ENGINE,CANADA,ONTARIO,N/A,HAMILTON,,HAMILTON,CYHM,43.16666,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,FLYGLOBESPAN,COMMERCIAL,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0145,2007,2007-06-08,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0147,2007,2007-05-30,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,SUDBURY,,SUDBURY,CYSB,46.63333,-80.8,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0149,2007,2007-06-14,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,CORPORATE,UNITED STATES,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0150,2007,2007-06-12,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,KITCHENER,,KITCHENER/WATERLOO,CYKF,43.46666,-80.3833,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,AVIATION INTERNATIONAL (CANADA),COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0151,2007,2007-06-15,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0152,2007,2007-06-16,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,MOORE LAKE,,,,44.8,-78.8166,0,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0153,2007,2007-06-18,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0154,2007,2007-06-19,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0155,2007,2007-06-19,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0156,2007,2007-06-18,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0158,2007,2007-06-25,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,BURLINGTON,,BURLINGTON EXECUTIVE,CZBA,43.45,-79.85,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,JETPORT INC,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0159,2007,2007-06-22,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,TRUST AIR LIMITED,CORPORATE,ISLE OF MAN,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0160,2007,2007-06-22,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,MIDLAND,,MIDLAND/HURONIA,CYEE,44.68333,-79.9333,0,0,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0161,2007,2007-06-21,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0162,2007,2007-06-24,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0163,2007,2007-06-25,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,"CAMDEN EAST, 2 NM SE",,,,44.31666,-76.7833,0,0,0,1,0,0,NO,BASIC ULTRALIGHT,MITCHELL AIRCRAFT,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0164,2007,2007-07-02,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,KINGSTON,,KINGSTON,CYGK,44.23333,-76.6,1,1,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0165,2007,2007-06-30,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,ESSEX,,,,,,1,0,0,0,0,0,NO,AEROPLANE,PIPER,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0166,2007,2007-07-03,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0167,2007,2007-07-03,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0168,2007,2007-07-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0169,2007,2007-07-06,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,BARRIE,,SPRINGWATER (BARRIE AIRPARK),CNA3,44.4,-79.7333,0,0,0,0,0,0,NO,AEROPLANE,,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0170,2007,2007-06-27,5,INCIDENT REPORTABLE,SMOKE OR FIRE,CANADA,ONTARIO,N/A,LONDON,,LONDON,CYXU,43.03333,-81.15,0,0,0,0,0,0,NO,AEROPLANE,SAAB-FAIRCHILD,NORTHWEST AIRLINK - MESABA,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0171,2007,2007-06-28,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,WINDSOR,,WINDSOR,CYQG,42.28333,-82.95,0,0,0,0,0,0,NO,AEROPLANE,PIPER,WINDSOR FLYING CLUB,OTHER,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0172,2007,2007-06-29,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Edenvale,,Edenvale,CNV8,44.43333,-79.9666,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,OTHER,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0173,2007,2007-06-29,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,"CLARINGTON, 6 NM N",,,,44.03333,-78.7833,0,0,0,0,0,0,NO,AEROPLANE,CESSNA,,PRIVATE,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A07O0174,2007,2007-07-07,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
