OccNo,OccYear,OccDate,OccClassID,OccType,IncidentType,Country,ProvinceState,Ocean,Location,Distance,Airport,ICAO,Latitude,Longitude,CrewFatal,PassengerFatal,GroundFatal,CrewSerious,PassengerSerious,GroundSerious,DGReleaseIND,AircraftType_1,AircraftMake_1,Organization_1,OperatorType_1,RegCountry_1,AircraftType_2,AircraftMake_2,Organization_2,OperatorType_2,RegCountry_2,AircraftType_3,AircraftMake_3,Organization_3,OperatorType_3,RegCountry_3,AircraftType_4,AircraftMake_4,Organization_4,OperatorType_4,RegCountry_4,AircraftType_5,AircraftMake_5,Organization_5,OperatorType_5,RegCountry_5,AircraftType_6,AircraftMake_6,Organization_6,OperatorType_6,RegCountry_6,PRODUCTION_DT
A10F0065,2010,2010-05-16,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED STATES,CALIFORNIA,N/A,Palm Springs,,Palm Springs Intl,KPSP,33.8301,-116.5059,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0067,2010,2010-05-23,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,NEW YORK,N/A,VICINITY OF BUF VOR,,,,42.93333,-78.65,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0069,2010,2010-05-22,5,INCIDENT REPORTABLE,SMOKE OR FIRE,SWITZERLAND,N/A,N/A,Zürich,,Zürich-Kloten,LSZH,47.46472,8.5474,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0070,2010,2010-05-30,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED KINGDOM,N/A,N/A,LONDON,,HEATHROW,EGLL,51.46666,-0.45,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0074,2010,2010-06-07,5,INCIDENT REPORTABLE,SMOKE OR FIRE,UNITED STATES,WASHINGTON,N/A,SAN JUAN ISLAND,,,,48.5,-123.15,0,0,0,0,0,0,NO,HELICOPTER,SIKORSKY,HELIJET INTERNATIONAL,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0079,2010,2010-06-10,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,FLORIDA,N/A,Miami,,Miami Intl,KMIA,25.79333,-80.29055,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0080,2010,2010-06-11,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,SPAIN,N/A,N/A,BARCELONA,,El Prat,LEBL,41.3,2.1,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0083,2010,2010-06-14,5,INCIDENT REPORTABLE,ENGINE,CHINA,N/A,N/A,Beijing,,Capital International,ZBAA,40.08,116.5844,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0085,2010,2010-06-25,5,INCIDENT REPORTABLE,SMOKE OR FIRE,"KOREA, REPUBLIC OF",N/A,N/A,INCHEON,,,,37.46666,126.45,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0088,2010,2010-06-28,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,FLORIDA,N/A,Orlando,,Orlando Intl,KMCO,28.42938,-81.309,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0089,2010,2010-07-01,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,NEW JERSEY,N/A,KEWR NEWARK,,,,40.68333,-74.1666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0090,2010,2010-07-05,5,INCIDENT REPORTABLE,J. ROC / LOS,MEXICO,N/A,N/A,MMMX MEXICO CITY,,,,,,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0091,2010,2010-07-06,5,INCIDENT REPORTABLE,J. ROC / LOS,MEXICO,N/A,N/A,MEXICO CITY,,,,,,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0094,2010,2010-07-05,5,INCIDENT REPORTABLE,SMOKE OR FIRE,UNITED STATES,NEW JERSEY,N/A,KEWR NEWARK,,,,,,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0096,2010,2010-07-09,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,JAPAN,N/A,N/A,NODAN,,,,40.41666,145,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0099,2010,2010-06-29,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,WASHINGTON,N/A,KSEA SEATTLE-TACOMA,,,,47.45,-122.3,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,AEROPLANE,DE HAVILLAND,HORIZON AIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0100,2010,2010-07-08,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,CALIFORNIA,N/A,KSFO SAN FRANCISCO,,,,37.61666,-122.3666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0105,2010,2010-07-24,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,CALIFORNIA,N/A,"Los Angeles, CA",,Los Angeles Intl,KLAX,33.94249,-118.408,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0106,2010,2010-07-23,5,INCIDENT REPORTABLE,J. ROC / LOS,FRANCE,N/A,N/A,Paris,,Charles de Gaulle,LFPG,49.00972,2.5472,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,AEROPLANE,AIRBUS,AIR FRANCE,COMMERCIAL,FRANCE,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0109,2010,2010-07-21,5,INCIDENT REPORTABLE,SMOKE OR FIRE,UNITED KINGDOM,N/A,N/A,LONDON,,HEATHROW,EGLL,51.46666,0.45,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0112,2010,2010-07-28,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED STATES,NEVADA,N/A,"Las Vegas, NV",,MC CARRAN INTL,KLAS,36.75611,-116.6336,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0114,2010,2010-07-31,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,MEXICO,N/A,N/A,MMMX MEXICO CITY,,,,19.43333,-99.0666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0115,2010,2010-08-02,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,PENNSYLVANIA,N/A,KPHL PHILADELPHIA,,,,39.86666,-75.2333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0121,2010,2010-08-13,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,CALIFORNIA,N/A,San Francisco,,San Francisco Intl,KSFO,37.63816,-122.3754,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0123,2010,2010-08-14,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,CALIFORNIA,N/A,SAUSALITO,,,,37.85,-122.5166,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0134,2010,2010-09-02,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,TENNESSEE,N/A,"NASHVILLE, 40 NM N",,,,36.78333,-86.6666,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0136,2010,2010-09-07,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,MINNESOTA,N/A,KMSP MINNEAPOLIS/ST.PAUL,,,,44.86666,-93.2166,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0140,2010,2010-09-04,5,INCIDENT REPORTABLE,SMOKE OR FIRE,RUSSIA,N/A,N/A,PETROPAVLOVSK,,,,53.16666,-158.45,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0144,2010,2010-09-28,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED STATES,FLORIDA,N/A,KMCO ORLANDO INTERNATIONAL AIRPORT,,,,28.41666,-81.3,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0152,2010,2010-10-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,CALIFORNIA,N/A,San Francisco,,San Francisco Intl,KSFO,37.63816,-122.3754,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0153,2010,2010-10-13,5,INCIDENT REPORTABLE,SLUNG LOAD RELEASED,UNITED STATES,ALASKA,N/A,"ILLIAMNA, 20 NM NW",,,,59.95,-155.4333,0,0,0,0,0,0,NO,HELICOPTER,AEROSPATIALE,PRISM HELICOPTERS,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0156,2010,2010-10-14,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,UNITED STATES,NEW HAMPSHIRE,N/A,"MANCHESTER, 50 NM W",,,,42.91666,-71.4333,0,0,0,0,0,0,NO,AEROPLANE,BEECH,AIR GEORGIAN,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0160,2010,2010-10-16,5,INCIDENT REPORTABLE,SMOKE OR FIRE,INTERNATIONAL WATERS,N/A,INDIAN OCEAN,OEJD JEDDAH,,,,-20,80,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0163,2010,2010-10-29,5,INCIDENT REPORTABLE,COLLISION,UNITED STATES,FLORIDA,N/A,Fort Lauderdale,,Fort Lauderdale/Hollywood Intl,KFLL,26.06666,-80.1666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0164,2010,2010-10-31,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED KINGDOM,N/A,N/A,Manchester,,Ringway Intl,EGCC,53.35388,-2.275,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0165,2010,2010-10-24,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,MEXICO,N/A,N/A,GULF OF MEXICO,,,,27,-90,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0169,2010,2010-11-09,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,DISTRICT OF COLUMBIA,N/A,Washington D.C.,,RONALD REAGAN WASHINGTON NATIONAL,KDCA,38.85191,-77.0376,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0171,2010,2010-11-07,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,HAWAII,N/A,LIHUIE MAUI,,,,,,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0177,2010,2010-11-11,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,NEVADA,N/A,KLAS LAS VEGAS,,,,36.06666,-115.15,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0178,2010,2010-11-20,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED KINGDOM,N/A,N/A,LONDON,150.000000000000000,HEATHROW,EGLL,51.46666,-0.45,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0188,2010,2010-11-27,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED STATES,CALIFORNIA,N/A,SNS SALINAS VOR,,,,36.66666,-121.6,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0189,2010,2010-11-29,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,CHINA,N/A,N/A,WEIXIAN VOR,,,,36.36666,114.9166,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0191,2010,2010-12-06,5,INCIDENT REPORTABLE,ENGINE,COLOMBIA,N/A,N/A,"JURADO, 2 NM S",,,,7.08333,-77.75,0,0,0,0,0,0,NO,HELICOPTER,KAMOV,VIH HELICOPTERS LTD,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0192,2010,2010-11-24,5,INCIDENT REPORTABLE,DEPRESSURIZATION,UNITED STATES,FLORIDA,N/A,"FORT LAUDERDALE/HOLLYWOOD INTL, 120 NM N",,,,26.06666,-80.15,0,0,0,0,0,0,NO,AEROPLANE,DASSAULT-BREGUET,NOVAJET (2106701 ONTARIO INC),COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0195,2010,2010-12-06,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED KINGDOM,N/A,N/A,LONDON,,HEATHROW,EGLL,51.46666,-0.45,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0196,2010,2010-11-30,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED STATES,,N/A,EN ROUTE EDMONTON TO LAS VEGAS,,,,,,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0199,2010,2010-12-16,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,INTERNATIONAL WATERS,N/A,NORTH ATLANTIC OCEAN,"BAHAMAS, 300 NM NE",,,,28,-73,0,0,0,0,0,0,NO,AEROPLANE,BOEING,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0200,2010,2010-12-08,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,INTERNATIONAL WATERS,N/A,NORTH PACIFIC OCEAN,N40/E166,,,,40,-166.5,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0202,2010,2010-11-26,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,PENNSYLVANIA,N/A,Philadelphia,,Philadelphia Intl,KPHL,39.87512,-75.2323,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0203,2010,2010-12-13,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,INTERNATIONAL WATERS,N/A,NORTH ATLANTIC OCEAN,"BERMUDA, 400 NM NW",,,,37.76666,-69.5,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0204,2010,2010-12-19,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,UNITED STATES,COLORADO,N/A,PUEBLO (PUB) VORTAC,,,,38.3,-104.4333,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0205,2010,2010-12-19,5,INCIDENT REPORTABLE,SMOKE OR FIRE,UNITED STATES,PENNSYLVANIA,N/A,PICTURE ROCKS (PIX) NDB,,,,41.26666,-76.7,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0207,2010,2010-12-31,5,INCIDENT REPORTABLE,J. ROC / LOS,UNITED STATES,CALIFORNIA,N/A,KSAN SAN FRANCISCO,,,,,,0,0,0,0,0,0,NO,AEROPLANE,BOEING,WESTJET,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0208,2010,2010-12-26,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,UNITED STATES,NEVADA,N/A,"Las Vegas, NV",,MC CARRAN INTL,KLAS,36.75611,-116.6336,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0209,2010,2010-12-25,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,UNITED STATES,,N/A,ZAALE INTERSECTION,,,,31.18333,-150,0,0,0,0,0,0,NO,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0210,2010,2010-12-28,5,INCIDENT REPORTABLE,UNABLE TO PERFORM,UNITED STATES,NEBRASKA,N/A,KOBH VOR VICINITY,,,,41.38333,-98.35,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10F0211,2010,2010-12-24,5,INCIDENT REPORTABLE,SMOKE OR FIRE,UNITED STATES,MINNESOTA,N/A,DLH VOR VICINITY,,,,46.83333,-92.1833,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10H0002,2010,2010-04-20,5,ACCIDENT,N/A,CANADA,ONTARIO,N/A,"SARNIA AIRPORT, 8 NM NNW",,,,43.13333,-82.3833,0,0,0,0,0,0,NO,HELICOPTER,AEROSPATIALE,UNITED STATES COAST GUARD,STATE,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10H0004,2010,2010-06-16,3,ACCIDENT,N/A,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,TRANS STATES AIRLINES,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10H0005,2010,2010-07-14,5,INCIDENT REPORTABLE,DIFFICULT TO CONTROL,CANADA,ONTARIO,N/A,"PICKLE LAKE, 95 NM NE",,,,52.46666,-88.3166,0,0,0,0,0,0,NO,UAS - Fixed Wing,NORTHROP GRUMMAN,UNITED STATES AIR FORCE,STATE,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0002,2010,2010-01-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0003,2010,2010-01-02,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,COMAIR,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0004,2010,2010-01-02,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,LUFTHANSA GERMAN AIRLINES,COMMERCIAL,GERMANY,AEROPLANE,BOEING,BRITISH AIRWAYS,COMMERCIAL,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0005,2010,2010-01-04,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,BOEING,FLAIR AIRLINES,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0006,2010,2010-01-05,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0008,2010,2010-01-13,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,LEARJET,SKYSERVICE BUSINESS AVIATION INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0009,2010,2010-01-14,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,JAZZ AVIATION LP,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0010,2010,2010-01-14,5,INCIDENT REPORTABLE,J. ROC / LOS,CANADA,ONTARIO,N/A,Ottawa,,MacDonald-Cartier Intl,CYOW,45.31666,-75.6666,0,0,0,0,0,0,NO,AEROPLANE,EMBRAER,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0011,2010,2010-01-10,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0012,2010,2010-01-08,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0013,2010,2010-01-03,5,INCIDENT REPORTABLE,COLLISION,CANADA,ONTARIO,N/A,Toronto,,Billy Bishop Toronto City,CYTZ,43.63333,-79.4,0,0,0,0,0,0,NO,AEROPLANE,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0014,2010,2010-01-12,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,CANADAIR,PINNACLE AIRLINES/NORTHWEST AIRLINK,COMMERCIAL,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
A10O0015,2010,2010-01-11,5,INCIDENT REPORTABLE,EMERGENCY/PRIORITY,CANADA,ONTARIO,N/A,Toronto,,Lester B. Pearson Intl,CYYZ,43.68333,-79.6333,0,0,0,0,0,0,NO,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-29T13:28:51
